"date","max_temp","mean_temp","min_temp","Day"
"19820730","25.9","20.6","14.3","1307"
"19820731","26.5","21.2","16.4","1308"
"19820801","27.6","21.4","16.2","1309"
"19820802","27.3","21.8","15.9","1310"
"19820803","24.8","22","16.6","1311"
"19820804","23.6","21","17.2","1312"
"19820805","25.1","19.8","16","1313"
"19820806","20.4","19.8","14.4","1314"
"19820807","26.1","18.6","16.7","1315"
"19820808","25.6","19.6","13","1316"
"19820809","25.9","20.8","16.1","1317"
"19820810","25.4","20.2","14.6","1318"
"19820811","23.7","20.3","15.2","1319"
"19820812","20.6","18.8","14","1320"
"19820813","21","17.5","14.4","1321"
"19820814","23.4","14.8","8.6","1322"
"19820815","21","17.8","12.1","1323"
"19820816","21.1","18.4","15.7","1324"
"19820817","19.5","16.6","12","1325"
"19820818","20.1","17.5","15.5","1326"
"19820819","19.4","14.4","8.6","1327"
"19820820","20.5","14","8.6","1328"
"19820821","21.9","15.2","9.9","1329"
"19820822","19.9","18.2","14.5","1330"
"19820823","18","15.3","10.7","1331"
"19820824","19","14","9.9","1332"
"19820825","19","14.5","10","1333"
"19820826","20.4","14.4","9.7","1334"
"19820827","20.6","15","9.6","1335"
"19820828","22.3","15","9.5","1336"
"19820829","20.6","15.8","9.2","1337"
"19820830","16.7","17.2","13.9","1338"
"19820831","17.7","13.7","10.7","1339"
"19820901","21.3","13.2","8.8","1340"
"19820902","23.5","15.4","9.6","1341"
"19820903","23.9","15.9","8.3","1342"
"19820904","24.7","18.2","12.6","1343"
"19820905","17.3","18.4","12.1","1344"
"19820906","23.4","16","14.7","1345"
"19820907","20","18","12.5","1346"
"19820908","22","15","9.9","1347"
"19820909","24.6","17.9","13.8","1348"
"19820910","20.6","17.7","10.8","1349"
"19820911","23","16.6","12.7","1350"
"19820912","21.8","17.6","12.2","1351"
"19820913","22.3","15.8","9.8","1352"
"19820914","26.1","16.2","10.2","1353"
"19820915","25.7","18.9","11.7","1354"
"19820916","26.1","19.4","13.2","1355"
"19820917","28.3","19.4","12.8","1356"
"19820918","19.7","21.2","14.1","1357"
"19820919","20.8","16.6","13.5","1358"
"19820920","17","18.1","15.4","1359"
"19820921","16.3","15.7","14.4","1360"
"19820922","17.3","10.8","5.3","1361"
"19820923","17.1","12.9","8.5","1362"
"19820924","20","11.8","6.5","1363"
"19820925","18.1","15","10","1364"
"19820926","15.7","14.4","10.7","1365"
"19820927","18.4","13.6","11.5","1366"
"19820928","13.1","13.8","9.1","1367"
"19820929","17.5","12","11","1368"
"19820930","18.1","11.6","5.7","1369"
"19821001","15.9","12.8","7.4","1370"
"19821002","15.9","15.1","14.3","1371"
"19821003","14.5","11.4","6.9","1372"
"19821004","12.2","11.8","9.1","1373"
"19821005","15.3","9.5","6.8","1374"
"19821006","12.7","11.4","7.6","1375"
"19821007","13.9","11.2","9.7","1376"
"19821008","13.9","12","10.1","1377"
"19821009","14.8","11.6","9.4","1378"
"19821010","11.5","11","7.1","1379"
"19821011","12.9","8.9","6.3","1380"
"19821012","13.2","9","5.1","1381"
"19821013","12","10.8","8.5","1382"
"19821014","13.4","10.1","8.2","1383"
"19821015","13.1","9","4.7","1384"
"19821016","15.3","9","4.9","1385"
"19821017","15.3","12.2","9.2","1386"
"19821018","14.8","12.5","9.7","1387"
"19821019","15.8","11.4","7.9","1388"
"19821020","11.6","13.4","11","1389"
"19821021","10.4","10.8","10.1","1390"
"19821022","13.3","10","9.6","1391"
"19821023","13.9","9.1","4.9","1392"
"19821024","14.7","7.8","1.7","1393"
"19821025","16.4","9","3.2","1394"
"19821026","14.1","13.6","10.8","1395"
"19821027","14.7","9.2","4.4","1396"
"19821028","14.9","9.4","4","1397"
"19821029","14","11.6","8.3","1398"
"19821030","15.4","12.7","11.4","1399"
"19821031","18","12.4","9.5","1400"
"19821101","16","15.4","12.7","1401"
"19821102","13.2","15","13.9","1402"
"19821103","12.6","12.5","11.8","1403"
"19821104","12.5","11.6","10.5","1404"
"19821105","11.6","11.6","10.8","1405"
"19821106","13.6","10.8","10.1","1406"
"19821107","15.2","11.1","8.6","1407"
"19821108","14.7","12.7","10.2","1408"
"19821109","14.3","12.8","11","1409"
"19821110","15.4","11.4","8.4","1410"
"19821111","11.9","13.2","11","1411"
"19821112","9.9","10.4","9","1412"
"19821113","6.9","6.8","3.6","1413"
"19821114","9.7","4.4","1.9","1414"
"19821115","12.4","6.1","2.5","1415"
"19821116","12.1","7.4","2.5","1416"
"19821117","13.2","7.8","3.5","1417"
"19821118","10.1","10","6.8","1418"
"19821119","11.7","7.6","5.2","1419"
"19821120","13","8.4","5.2","1420"
"19821121","11.5","10.4","7.9","1421"
"19821122","12.7","9.2","6.8","1422"
"19821123","10.5","10","7.3","1423"
"19821124","10.7","7.2","3.9","1424"
"19821125","9","7.9","5.1","1425"
"19821126","2.7","5.4","1.9","1426"
"19821127","6.5","2","1.3","1427"
"19821128","6.4","2.2","-2.2","1428"
"19821129","4.9","2.6","-1.1","1429"
"19821130","5.7","0.1","-4.7","1430"
"19821201","5.3","2","-1.8","1431"
"19821202","8.3","4","2.7","1432"
"19821203","9.7","5.4","2.6","1433"
"19821204","10.4","6.3","2.9","1434"
"19821205","6.2","8","5.5","1435"
"19821206","12.6","4.1","2","1436"
"19821207","8.4","6.6","0.5","1437"
"19821208","12","5.6","2.9","1438"
"19821209","6.5","8.4","4.8","1439"
"19821210","5.9","5.4","4.2","1440"
"19821211","4.2","2.6","-0.7","1441"
"19821212","6.3","2.2","0.1","1442"
"19821213","12.6","3.8","1.2","1443"
"19821214","13.3","5.8","-1.1","1444"
"19821215","7.8","6.6","0","1445"
"19821216","4.8","6.8","5.9","1446"
"19821217","6.6","3.6","2.4","1447"
"19821218","12.3","1.7","-3.2","1448"
"19821219","7","5.2","-1.8","1449"
"19821220","7","5.6","4.3","1450"
"19821221","3.4","5.8","4.5","1451"
"19821222","7","0.8","-1.8","1452"
"19821223","9.8","0.9","-5.2","1453"
"19821224","10.2","3.8","-2.3","1454"
"19821225","10.8","8.5","6.8","1455"
"19821226","9.3","9.2","7.7","1456"
"19821227","7.7","8.4","7.5","1457"
"19821228","7.4","4","0.3","1458"
"19821229","7","4.2","1","1459"
"19821230","8.6","6","5","1460"
"19821231","10.1","5.4","2.3","1461"
"19830101","11.7","6.8","3.4","1462"
"19830102","12.6","6.8","1.9","1463"
"19830103","13.2","8","3.4","1464"
"19830104","13.7","11.3","9.4","1465"
"19830105","12.2","10.2","6.8","1466"
"19830106","9.3","11.7","11.2","1467"
"19830107","10","6.2","3","1468"
"19830108","11.4","5.4","0.9","1469"
"19830109","11.9","6.8","2.2","1470"
"19830110","9.8","8.3","4.7","1471"
"19830111","11.4","8.8","7.7","1472"
"19830112","6.3","8.9","6.4","1473"
"19830113","9.9","5","3.6","1474"
"19830114","11.8","4.9","-0.1","1475"
"19830115","11.4","8.8","5.7","1476"
"19830116","10.1","10.2","9","1477"
"19830117","7.2","7.8","5.5","1478"
"19830118","5.9","5.5","3.8","1479"
"19830119","5.5","3.6","1.3","1480"
"19830120","7.1","0.7","-4.1","1481"
"19830121","6.5","2.7","-1.7","1482"
"19830122","6.5","5.4","4.4","1483"
"19830123","10.8","5.3","4.1","1484"
"19830124","10.6","5.6","0.4","1485"
"19830125","12.6","8.4","6.3","1486"
"19830126","14","9.2","5.8","1487"
"19830127","11.3","11.4","8.9","1488"
"19830128","8.5","9.8","8.3","1489"
"19830129","5","7","5.5","1490"
"19830130","12.3","4.6","4.2","1491"
"19830131","7.3","7","1.6","1492"
"19830201","7.9","4.2","1.1","1493"
"19830202","5.6","3.8","-0.2","1494"
"19830203","8.9","2.6","-0.5","1495"
"19830204","6.3","1.9","-5.1","1496"
"19830205","5.6","1.4","-3.5","1497"
"19830206","4.2","4.4","3.3","1498"
"19830207","3.5","2.9","1.6","1499"
"19830208","1.8","2.2","1","1500"
"19830209","2","-0.1","-2","1501"
"19830210","2.8","-0.2","-2.3","1502"
"19830211","4.1","0.6","-1.5","1503"
"19830212","2.6","2","-0.2","1504"
"19830213","3.5","0.8","-1","1505"
"19830214","2.4","0.6","-2.4","1506"
"19830215","3.8","0.5","-1.4","1507"
"19830216","4.6","1.8","-0.2","1508"
"19830217","6.4","1.5","-1.6","1509"
"19830218","5.2","2.4","-1.5","1510"
"19830219","3.5","2.3","-0.6","1511"
"19830220","4.4","1.2","-1","1512"
"19830221","4.7","2.2","0","1513"
"19830222","6.8","0.4","-4","1514"
"19830223","6.9","1.4","-4","1515"
"19830224","7.7","2.9","-1.1","1516"
"19830225","12.8","5.6","3.5","1517"
"19830226","9.1","8.6","4.5","1518"
"19830227","9.3","6.1","3.1","1519"
"19830228","8.9","5.4","1.5","1520"
"19830301","7","5.4","1.9","1521"
"19830302","11.2","5.5","4","1522"
"19830303","7.1","7.6","4.1","1523"
"19830304","12","4.5","1.9","1524"
"19830305","12.1","5.4","-1.3","1525"
"19830306","11.8","7.5","2.9","1526"
"19830307","12.7","6.4","1","1527"
"19830308","8.7","8","3.4","1528"
"19830309","14.6","6","3.4","1529"
"19830310","11.3","7.4","0.3","1530"
"19830311","11.5","7","2.6","1531"
"19830312","13.5","8.2","5","1532"
"19830313","10.9","9.7","5.9","1533"
"19830314","11.6","9.5","8.1","1534"
"19830315","11.1","5.6","-0.4","1535"
"19830316","14.8","5.5","-0.1","1536"
"19830317","13.9","9.8","4.7","1537"
"19830318","14.5","12","10","1538"
"19830319","12.2","12","9.6","1539"
"19830320","10.9","9.6","7","1540"
"19830321","9.8","6.6","2.2","1541"
"19830322","11","5.8","1.8","1542"
"19830323","7.4","6.4","1.7","1543"
"19830324","9.1","5.9","4.4","1544"
"19830325","7.8","4.2","-0.8","1545"
"19830326","8.2","4.8","1.7","1546"
"19830327","9.1","6.2","4.2","1547"
"19830328","10.4","4","-1","1548"
"19830329","10.2","5.3","0.2","1549"
"19830330","10.2","6.6","2.9","1550"
"19830331","7.4","6.6","2.9","1551"
"19830401","8.8","4.8","2.2","1552"
"19830402","8.8","5.8","2.8","1553"
"19830403","10.2","4.1","-0.6","1554"
"19830404","9.7","6","1.7","1555"
"19830405","10.8","5.8","2","1556"
"19830406","10.9","6","1.3","1557"
"19830407","12.6","6.2","1.5","1558"
"19830408","12.6","9","5.4","1559"
"19830409","15.2","6.6","0.6","1560"
"19830410","7.3","10.6","6.1","1561"
"19830411","9.1","7","6.6","1562"
"19830412","12.6","5.2","1.4","1563"
"19830413","12","5.6","-1.4","1564"
"19830414","18","7.2","2.4","1565"
"19830415","18.6","10","2.1","1566"
"19830416","10.2","10.8","2.9","1567"
"19830417","4.6","9.6","8.9","1568"
"19830418","7.1","4","3.5","1569"
"19830419","11","4.6","2","1570"
"19830420","13.7","5.4","-0.1","1571"
"19830421","15.3","9.1","4.5","1572"
"19830422","15.5","10.3","5.3","1573"
"19830423","15.9","10.6","5.7","1574"
"19830424","14.3","9","2","1575"
"19830425","17.1","11","7.6","1576"
"19830426","15.4","11.6","6.1","1577"
"19830427","15.2","11.5","7.6","1578"
"19830428","14.3","10.6","5.9","1579"
"19830429","16.2","9.6","4.8","1580"
"19830430","14.2","11.4","6.5","1581"
"19830501","12","11.6","8.9","1582"
"19830502","14","9.2","6.3","1583"
"19830503","15.3","10.6","7.3","1584"
"19830504","19.1","10.5","5.7","1585"
"19830505","18.2","13.2","7.3","1586"
"19830506","15.4","15.2","12.2","1587"
"19830507","17.5","12.4","9.5","1588"
"19830508","13.9","13.8","10","1589"
"19830509","13.5","9.8","5.8","1590"
"19830510","13","9.1","4.7","1591"
"19830511","14","8.2","3.4","1592"
"19830512","15.9","10.5","7","1593"
"19830513","16.3","12","8","1594"
"19830514","16","11.8","7.2","1595"
"19830515","18.5","11","6.1","1596"
"19830516","15.8","12.4","6.2","1597"
"19830517","15.4","12.4","8.9","1598"
"19830518","13.5","11.8","8.3","1599"
"19830519","14.1","11","8.6","1600"
"19830520","14","10.2","6.3","1601"
"19830521","15.4","9","3.9","1602"
"19830522","16.2","10.6","5.8","1603"
"19830523","17.2","11.4","6.6","1604"
"19830524","18.9","13.7","10.2","1605"
"19830525","14.1","12.7","6.5","1606"
"19830526","15","11.2","8.3","1607"
"19830527","12","11","7","1608"
"19830528","14.2","9.8","7.5","1609"
"19830529","17.5","10.9","7.6","1610"
"19830530","22.6","13.6","9.6","1611"
"19830531","21","17","11.4","1612"
"19830601","18.1","17.2","13.3","1613"
"19830602","20.1","15.2","12.2","1614"
"19830603","21.8","15.2","10.2","1615"
"19830604","21.4","17.6","13.4","1616"
"19830605","20","17.8","14.1","1617"
"19830606","24.8","14.4","8.8","1618"
"19830607","24.4","19.1","13.4","1619"
"19830608","20.3","20.6","16.9","1620"
"19830609","20","16.6","12.9","1621"
"19830610","20","14.6","9.1","1622"
"19830611","20.4","16.2","12.3","1623"
"19830612","18.2","16.2","11.9","1624"
"19830613","18.9","12.8","7.3","1625"
"19830614","17.3","15.8","12.7","1626"
"19830615","17.9","12.2","7.2","1627"
"19830616","17.7","13","8","1628"
"19830617","21","14.3","10.9","1629"
"19830618","23.3","16","10.9","1630"
"19830619","24.5","16.2","9.1","1631"
"19830620","24.2","17.6","10.7","1632"
"19830621","23.8","17.7","11.2","1633"
"19830622","23","17","10.3","1634"
"19830623","16.4","17.8","12.6","1635"
"19830624","22.6","14.4","12.5","1636"
"19830625","25.4","17.5","12.4","1637"
"19830626","15.8","18.3","11.2","1638"
"19830627","20.7","14.2","12.7","1639"
"19830628","21.7","13.8","7","1640"
"19830629","18.7","17.6","13.5","1641"
"19830630","22.3","15.6","12.4","1642"
"19830701","25.3","15.4","8.6","1643"
"19830702","26.2","19.6","13.8","1644"
"19830703","28.4","18.6","11","1645"
"19830704","28.8","21.6","14.9","1646"
"19830705","26.6","22.1","15.4","1647"
"19830706","26.1","21.8","17","1648"
"19830707","28.2","20.8","15.4","1649"
"19830708","27.2","22.3","16.4","1650"
"19830709","27.5","22","16.9","1651"
"19830710","30.6","21.7","15.9","1652"
"19830711","30.6","23.4","16.3","1653"
"19830712","31.6","24.2","17.7","1654"
"19830713","31.4","24.6","17.6","1655"
"19830714","32.6","23.4","15.4","1656"
"19830715","32.8","25.2","17.9","1657"
"19830716","28.5","26","19.1","1658"
"19830717","28.5","23.6","18.6","1659"
"19830718","25.6","23.1","17.7","1660"
"19830719","21.2","21.2","16.7","1661"
"19830720","23.8","18.6","15.9","1662"
"19830721","27.3","17.7","11.6","1663"
"19830722","24.6","20.8","14.3","1664"
"19830723","22.7","20.6","16.7","1665"
"19830724","25.3","19.3","15.9","1666"
"19830725","28.2","21","16.8","1667"
"19830726","27","22.4","16.7","1668"
"19830727","26.8","22.5","18","1669"
"19830728","31.4","21.4","16.1","1670"
"19830729","30","23.2","15.1","1671"
"19830730","28.9","23.8","17.6","1672"
"19830731","20","23.4","17.9","1673"
"19830801","19.4","17.1","14.2","1674"
"19830802","22.5","14.3","9.2","1675"
"19830803","23.9","14.8","7.1","1676"
"19830804","24.6","17.1","10.3","1677"
"19830805","21.2","18.4","12.3","1678"
"19830806","22.7","17.4","13.7","1679"
"19830807","26.4","17.8","12.9","1680"
"19830808","28","20.6","14.7","1681"
"19830809","25.3","21.6","15.2","1682"
"19830810","21.5","20.5","15.7","1683"
"19830811","25.3","18.6","15.7","1684"
"19830812","23.7","18.6","11.8","1685"
"19830813","28.8","18","12.3","1686"
"19830814","27.2","21.2","13.6","1687"
"19830815","25.6","21.8","16.3","1688"
"19830816","25.9","19.8","14.1","1689"
"19830817","26.7","21.9","17.9","1690"
"19830818","30.2","19.9","13.1","1691"
"19830819","24.2","23.8","17.5","1692"
"19830820","24.2","21","17.9","1693"
"19830821","26.3","19.6","14.9","1694"
"19830822","26.1","21.6","16.8","1695"
"19830823","22.4","20.5","14.9","1696"
"19830824","26.1","19.2","16","1697"
"19830825","26.7","19.8","13.6","1698"
"19830826","25.9","21","15.3","1699"
"19830827","21","19.6","13.2","1700"
"19830828","19.4","17.6","14.2","1701"
"19830829","21.7","16.6","13.7","1702"
"19830830","26.9","14.8","7.9","1703"
"19830831","22.4","20","13","1704"
"19830901","20.6","18.8","15.2","1705"
"19830902","19.3","16","11.4","1706"
"19830903","23.4","16.3","13.3","1707"
"19830904","21.6","18","12.5","1708"
"19830905","21","17.1","12.6","1709"
"19830906","21.2","14.5","8","1710"
"19830907","19.5","14.1","7","1711"
"19830908","18.7","15.8","12","1712"
"19830909","18.1","15.8","13","1713"
"19830910","14.1","14.8","11.4","1714"
"19830911","15.9","11.6","9.2","1715"
"19830912","16","12.4","8.9","1716"
"19830913","19","12.8","9.5","1717"
"19830914","18.2","14.9","10.8","1718"
"19830915","17.8","15.8","13.5","1719"
"19830916","19","14.6","11.5","1720"
"19830917","17.6","15","11","1721"
"19830918","19.1","14.8","12.1","1722"
"19830919","17","15","11","1723"
"19830920","14.9","12.8","8.5","1724"
"19830921","17.6","12.8","10.8","1725"
"19830922","23","11.6","5.6","1726"
"19830923","22.4","16.3","9.6","1727"
"19830924","20.4","17.6","12.9","1728"
"19830925","24.4","15.4","10.3","1729"
"19830926","19.3","17.4","10.3","1730"
"19830927","19.6","17.2","15.2","1731"
"19830928","19.7","17.2","14.7","1732"
"19830929","18.6","16.3","12.9","1733"
"19830930","16.7","16.1","13.6","1734"
"19831001","19.2","15.6","14.4","1735"
"19831002","20","16.5","13.8","1736"
"19831003","23.8","17.7","15.4","1737"
"19831004","18.8","18.8","13.9","1738"
"19831005","17.9","15.4","12","1739"
"19831006","16.5","13.3","8.7","1740"
"19831007","14.7","14","11.6","1741"
"19831008","16.2","10.4","6","1742"
"19831009","16.1","13.4","10.6","1743"
"19831010","14.3","14.8","13.4","1744"
"19831011","15.8","11","7.7","1745"
"19831012","18.1","11.6","7.4","1746"
"19831013","15.6","15.6","13","1747"
"19831014","13.8","12.2","8.8","1748"
"19831015","13.8","11.2","8.5","1749"
"19831016","14.7","11.6","9.4","1750"
"19831017","16.1","11.5","8.3","1751"
"19831018","14.6","12.9","9.7","1752"
"19831019","12.6","12.2","9.8","1753"
"19831020","13.2","7.6","2.5","1754"
"19831021","12.8","8.8","4.5","1755"
"19831022","15.1","8","3.3","1756"
"19831023","12.2","7","-1","1757"
"19831024","13.4","7","1.7","1758"
"19831025","14.2","8.3","3.2","1759"
"19831026","13.8","9.4","4.6","1760"
"19831027","11","10.6","7.4","1761"
"19831028","9.5","7.8","4.6","1762"
"19831029","10.5","5.6","1.8","1763"
"19831030","12.9","4.1","-2.3","1764"
"19831031","15.6","7","1.2","1765"
"19831101","15","11.1","6.6","1766"
"19831102","14.4","13.9","12.8","1767"
"19831103","13.3","13","11.5","1768"
"19831104","12.6","9.8","6.2","1769"
"19831105","14.8","9.8","7","1770"
"19831106","14.7","12.6","10.4","1771"
"19831107","17","12.4","10","1772"
"19831108","16.7","13.5","10","1773"
"19831109","16.2","13","9.4","1774"
"19831110","12.6","13","9.7","1775"
"19831111","9.6","10","7.5","1776"
"19831112","9.6","9","8.3","1777"
"19831113","6.1","8.2","6.8","1778"
"19831114","7.4","4.4","2.6","1779"
"19831115","9.2","2.3","-2.8","1780"
"19831116","9.3","4.8","0.3","1781"
"19831117","9.2","7.6","6","1782"
"19831118","7.8","8.1","7","1783"
"19831119","9.6","6.6","5.4","1784"
"19831120","5.5","7","4.5","1785"
"19831121","5.6","3","0.6","1786"
"19831122","4.5","1.2","-3.2","1787"
"19831123","13.2","-1.2","-7","1788"
"19831124","15.2","4.4","-4.3","1789"
"19831125","14.1","8.8","2.3","1790"
"19831126","11.6","13.6","13","1791"
"19831127","10","10.8","10","1792"
"19831128","9.7","8.5","7","1793"
"19831129","8.4","6","2.2","1794"
"19831130","7","6.4","4.4","1795"
"19831201","7.7","4.2","1.5","1796"
"19831202","7.6","3.4","-0.8","1797"
"19831203","9.5","2.3","-3","1798"
"19831204","10.5","2.3","-4.9","1799"
"19831205","6.1","4.5","-1.5","1800"
"19831206","9.6","2.9","-0.3","1801"
"19831207","12.4","3","-3.6","1802"
"19831208","10","4.6","-3.1","1803"
"19831209","4.1","9.4","8.9","1804"
"19831210","2.6","3.6","3.1","1805"
"19831211","3.7","-0.9","-4.4","1806"
"19831212","8.6","0.4","-3","1807"
"19831213","8","2.8","-2.9","1808"
"19831214","8.8","4.6","1.3","1809"
"19831215","7","6.5","4.2","1810"
"19831216","9.2","4.8","2.5","1811"
"19831217","9.1","7.2","5.2","1812"
"19831218","10.2","6.3","3.5","1813"
"19831219","10.7","7.7","5.2","1814"
"19831220","8.9","9","7.4","1815"
"19831221","11.8","7.7","6.5","1816"
"19831222","12.6","8.6","5.3","1817"
"19831223","13.7","9.9","7.2","1818"
"19831224","12.7","11.4","9.1","1819"
"19831225","11.7","11.5","10.3","1820"
"19831226","13","9.1","6.5","1821"
"19831227","12.2","8.1","3.2","1822"
"19831228","8.1","11.2","10.1","1823"
"19831229","8.8","7.5","6.9","1824"
"19831230","10.2","5.7","2.6","1825"
"19831231","11.9","5.6","1","1826"
"19840101","11.7","8.4","4.9","1827"
"19840102","6.8","7.9","4.1","1828"
"19840103","6.5","4.8","2.8","1829"
"19840104","9.4","4.2","1.9","1830"
"19840105","10.2","4","-1.4","1831"
"19840106","7.9","5.6","1","1832"
"19840107","5.8","5.4","2.9","1833"
"19840108","7.8","3.4","1","1834"
"19840109","11.3","3.2","-1.5","1835"
"19840110","12.1","5.3","-0.7","1836"
"19840111","12","10","7.8","1837"
"19840112","13","6.6","1.1","1838"
"19840113","8.6","7.6","2.2","1839"
"19840114","5.2","6.9","5.2","1840"
"19840115","11.4","3","0.7","1841"
"19840116","6.4","5.9","0.4","1842"
"19840117","5.8","4.6","2.9","1843"
"19840118","3.9","2.9","0","1844"
"19840119","5.4","1.7","-0.5","1845"
"19840120","4.5","1.8","-1.8","1846"
"19840121","6.4","1.5","-1.5","1847"
"19840122","5.7","3.2","0","1848"
"19840123","3.1","2.6","-0.4","1849"
"19840124","6.7","2","0.8","1850"
"19840125","9","1.9","-2.9","1851"
"19840126","8.2","4.2","-0.7","1852"
"19840127","7.7","6.8","5.4","1853"
"19840128","9.2","6.1","4.5","1854"
"19840129","8","6.7","4.2","1855"
"19840130","7","4.8","1.5","1856"
"19840131","9.5","3.8","0.5","1857"
"19840201","9.9","5","0.6","1858"
"19840202","12.4","6.4","3","1859"
"19840203","12.2","8.6","4.8","1860"
"19840204","10.1","8.1","4","1861"
"19840205","11.2","6.2","2.2","1862"
"19840206","9.3","7.2","3.1","1863"
"19840207","8.4","7.4","5.5","1864"
"19840208","8.7","6","3.6","1865"
"19840209","8.2","5.6","2.4","1866"
"19840210","9.9","3.4","-1.3","1867"
"19840211","9.5","5.7","1.5","1868"
"19840212","7.4","7.6","5.7","1869"
"19840213","9","2.8","-1.7","1870"
"19840214","1.8","3.2","-2.5","1871"
"19840215","2.2","-0.2","-2.3","1872"
"19840216","7","0","-2.3","1873"
"19840217","7.5","3.2","-0.7","1874"
"19840218","4.7","3","-1.6","1875"
"19840219","7.7","0.8","-3","1876"
"19840220","8.4","2.8","-2","1877"
"19840221","5.9","4.1","-0.2","1878"
"19840222","4.8","5.3","4.7","1879"
"19840223","4.9","3.6","2.4","1880"
"19840224","4.1","3.3","1.7","1881"
"19840225","4","2.8","1.5","1882"
"19840226","4.9","2.2","0.5","1883"
"19840227","4.8","3.4","1.9","1884"
"19840228","6.5","3.8","2.9","1885"
"19840229","12.5","4.5","2.5","1886"
"19840301","6.6","7.8","3","1887"
"19840302","8","4.6","2.5","1888"
"19840303","7.3","5","2","1889"
"19840304","11","3.6","-0.1","1890"
"19840305","13.8","7.1","3.2","1891"
"19840306","11.1","10.2","6.5","1892"
"19840307","6.2","9","6.9","1893"
"19840308","7","3.7","1.2","1894"
"19840309","8.1","5","3","1895"
"19840310","10.5","5.4","2.8","1896"
"19840311","8.6","7.2","3.9","1897"
"19840312","6.4","6","3.3","1898"
"19840313","10.2","4.4","2.5","1899"
"19840314","6.3","5.8","1.5","1900"
"19840315","5.5","3.6","1","1901"
"19840316","5.8","3.4","1.2","1902"
"19840317","5.8","3.7","1.6","1903"
"19840318","7.6","4.1","2.4","1904"
"19840319","10.6","4.2","0.9","1905"
"19840320","8.8","6.1","1.6","1906"
"19840321","11.4","5.2","1.5","1907"
"19840322","12.6","6.5","1.6","1908"
"19840323","7.9","7.5","2.4","1909"
"19840324","7.8","6.8","5.6","1910"
"19840325","10.4","5.2","2.5","1911"
"19840326","10.2","8","5.5","1912"
"19840327","7.7","6.8","3.5","1913"
"19840328","11","4.1","0.5","1914"
"19840329","11.8","6.8","2.6","1915"
"19840330","7","5.8","-0.3","1916"
"19840331","7","4.8","2.5","1917"
"19840401","8.7","4.2","1.4","1918"
"19840402","9.2","4.2","-0.2","1919"
"19840403","10.5","3","-3.1","1920"
"19840404","7.9","5","-0.4","1921"
"19840405","7","3.8","-0.4","1922"
"19840406","9.5","5.3","3.6","1923"
"19840407","10","7","4.6","1924"
"19840408","12.2","7.5","5","1925"
"19840409","9.1","8.8","5.4","1926"
"19840410","13","7.1","5.1","1927"
"19840411","12.7","9.2","5.5","1928"
"19840412","14.8","7.2","1.6","1929"
"19840413","17.2","8.5","2.2","1930"
"19840414","13.9","9.3","1.4","1931"
"19840415","12.3","8.8","3.6","1932"
"19840416","14","5.9","-0.5","1933"
"19840417","16.4","7.2","0.3","1934"
"19840418","18.4","11.1","5.8","1935"
"19840419","19.8","13.2","8","1936"
"19840420","23.7","12.7","5.6","1937"
"19840421","18.8","14.8","5.8","1938"
"19840422","18.4","14.6","10.4","1939"
"19840423","21.1","12.1","5.8","1940"
"19840424","22.2","12.4","3.8","1941"
"19840425","21.4","15.1","8","1942"
"19840426","19.2","14.6","7.7","1943"
"19840427","17.4","12.2","5.3","1944"
"19840428","15","10.6","3.9","1945"
"19840429","17.7","10.1","5.2","1946"
"19840430","18.5","11.4","5","1947"
"19840501","17.1","12.5","6.5","1948"
"19840502","13.5","11.6","6","1949"
"19840503","17.1","10.3","7.1","1950"
"19840504","14.8","12","7","1951"
"19840505","12.6","11.2","7.7","1952"
"19840506","12.7","10","7.5","1953"
"19840507","11.1","8.3","3.9","1954"
"19840508","16.2","7.5","3.9","1955"
"19840509","12.5","8.9","1.6","1956"
"19840510","13.9","10.2","8","1957"
"19840511","14.4","8.8","3.8","1958"
"19840512","16.6","10","5.5","1959"
"19840513","16.5","10.4","4.2","1960"
"19840514","13.1","11.3","6.1","1961"
"19840515","17","10","6.8","1962"
"19840516","12.9","12.8","8.5","1963"
"19840517","14.4","11","9.1","1964"
"19840518","16","11.6","8.9","1965"
"19840519","11.9","10.6","5.2","1966"
"19840520","13.7","9.6","7.2","1967"
"19840521","13.2","10.1","6.5","1968"
"19840522","18.3","11.2","9.2","1969"
"19840523","23","12.9","7.5","1970"
"19840524","12.5","16.6","10.2","1971"
"19840525","10.9","10.6","8.8","1972"
"19840526","10.4","9.8","8.8","1973"
"19840527","10.9","7.7","5","1974"
"19840528","17.2","8.4","6","1975"
"19840529","20.3","12.6","7.9","1976"
"19840530","19.4","14.1","7.9","1977"
"19840531","15","14.4","9.3","1978"
"19840601","16.7","12.2","9.4","1979"
"19840602","16.5","12.8","8.8","1980"
"19840603","18","13.7","10.9","1981"
"19840604","16.1","12.3","6.6","1982"
"19840605","18.1","12.5","8.9","1983"
"19840606","21.8","14","9.8","1984"
"19840607","21.9","16.9","12","1985"
"19840608","23.3","16","10","1986"
"19840609","24.6","15.6","8","1987"
"19840610","18.7","18","11.5","1988"
"19840611","18.8","15.3","11.9","1989"
"19840612","21.5","15.6","12.3","1990"
"19840613","23.7","18","14.5","1991"
"19840614","23.7","19.3","14.9","1992"
"19840615","23.2","17.1","10.5","1993"
"19840616","25.3","17.4","11.7","1994"
